"Column I
Duties & Functions","Column II
Departments, Statutory
Institutions & Public Corporations","Column III
Laws and Ordinance to be
Implemented"
,,"• Microfinance Act No. 6 of 2016
• Finance Companies Act No. 78
of 1988
• Exchange Control Act No. 24 of
1953
• Sri Lanka State Mortgage and
Investment Bank Act, No. 13 of
1975
• Casino Business (Regulation)
Act, No. 17 of 2010
• Payment Devices Frauds Act,
No. 30 of 2006
• Greater Colombo Economic
Commission Law No. 4 of 1978
(Board of Investment of Sri
Lanka Law)
• Colombo Port City Economic
Commission Act, No. 11 of 2021
• Revival (Removal) of
Underperforming Enterprises or
Underutilized Assets Act, No. 12
of 2019
• Institute of Chartered
Accountants Act, No. 23 of 1959
• Strategic Development Project
Act No. 14 of 2008
• All other legislations pertaining
to the subjects specified in
Column I and II, and not
specifically brought under the
purview of any other Minister."
